request_id,timestamp,state,district,latitude,longitude,category,complaint_text,urgency_level,priority_class,upvotes,infrastructure_gap,budget_required,days_since_last_maintenance,population_density,vulnerability_index,status
CG-10121,2026-08-29,Uttar Pradesh,Sitapur,27.58808,80.67823,Education,A escola pública está com a estrutura danificada e sem saneamento para os alunos.,High,2,53,76.99,11226007,278,978.3,0.79,Scheduled
CG-10122,2026-08-04,Uttar Pradesh,Balrampur,27.48207,82.24246,Roads & Transport,A ponte de concreto desabou e a estrada rural está completamente intransitável.,Critical,3,37,84.29,2516923,54,584.8,0.86,Under Review
CG-10123,2026-08-24,Uttar Pradesh,Shravasti,27.6679,81.98195,Education,সরকারি প্রাথমিক বিদ্যালয়ের ভবন ভেঙে পড়ার আশঙ্কায় ক্লাস বন্ধ।,Critical,3,21,80.91,4853900,253,321.7,0.89,Scheduled
CG-10124,2026-08-10,Uttar Pradesh,Gonda,27.13119,81.92608,Energy & Power,"O transformador de energia explodiu, deixando toda a área rural sem eletricidade.",Medium,1,64,72.54,11323035,68,983.3,0.76,Active
CG-10125,2026-08-06,Uttar Pradesh,Raebareli,26.21766,81.26748,Public Safety,O dique de contenção contra enchentes está sob risco de ruptura iminente.,Medium,1,41,61.56,26199788,48,750.5,0.68,Active
CG-10126,2026-09-01,Uttar Pradesh,Hardoi,27.36621,80.07875,Roads & Transport,सड़क टूटी होने से बारिश में अस्पताल और बाजार तक पहुंचना नामुमकिन हो गया है।,Medium,1,15,58.97,8935784,172,559.2,0.74,Under Review
CG-10127,2026-08-20,Uttar Pradesh,Lucknow,26.84002,80.9575,Public Safety,O dique de contenção contra enchentes está sob risco de ruptura iminente.,Medium,1,113,39.71,8110065,306,1588.9,0.38,Pending Funding
CG-10128,2026-08-22,Bihar,Darbhanga,26.15043,85.88836,Education,Digital education lab equipment delivered but no broadband fiber connectivity available.,Critical,3,79,83.88,23140172,66,1183.7,0.88,Active
CG-10129,2026-08-24,Bihar,Katihar,25.57948,87.5796,Water & Sanitation,"পানীয় জলের পাইপলাইন ফেটে গেছে, মানুষ নোংরা জল খেতে বাধ্য হচ্ছে।",High,2,43,71.24,37048439,152,737.1,0.85,Active
CG-10130,2026-08-12,Bihar,Madhubani,26.32941,86.03559,Digital Infrastructure & DPI,অপটিক্যাল ফাইবার সংযোগ বিচ্ছিন্ন হওয়ায় ডিজিটাল পরিষেবা বন্ধ।,Critical,3,95,82.87,6934187,30,1398.7,0.87,Scheduled
CG-10131,2026-08-07,Bihar,Purnia,25.82553,87.50006,Energy & Power,Rural feeder line suffers 18 hours of unscheduled blackouts daily during harvest.,High,2,38,72.55,7675666,193,706.4,0.82,Active
CG-10132,2026-08-01,Bihar,Araria,26.22169,87.52324,Healthcare,Emergency ambulance cannot reach rural clinic due to submerged access road.,Critical,3,46,82.38,25608400,212,741.1,0.89,Active
CG-10133,2026-08-03,Bihar,Muzaffarpur,26.1627,85.42393,Roads & Transport,A ponte de concreto desabou e a estrada rural está completamente intransitável.,Medium,1,100,68.69,16102586,100,1480.1,0.77,Scheduled
CG-10134,2026-08-06,Bihar,Gaya,24.76034,84.9786,Healthcare,Emergency ambulance cannot reach rural clinic due to submerged access road.,Medium,1,121,70.42,41161444,59,1649.1,0.78,Under Review
CG-10135,2026-08-26,West Bengal,Malda,25.01715,88.14789,Digital Infrastructure & DPI,"Panchayat digital records terminal offline, welfare disbursements delayed by months.",Medium,1,67,74.03,39418955,100,1068.8,0.81,Under Review
CG-10136,2026-08-02,West Bengal,Murshidabad,24.184,88.27584,Healthcare,हमारे प्राथमिक स्वास्थ्य केंद्र में डॉक्टर नहीं हैं और दवाइयां खत्म हो गई हैं।,Medium,1,45,70.31,12449122,106,1160.3,0.78,Active
CG-10137,2026-08-28,West Bengal,Purulia,23.28723,86.28254,Water & Sanitation,"Deep borewell pump burned out three weeks ago, acute water crisis in village.",Medium,1,75,69.92,13785808,55,1043.0,0.79,Active
CG-10138,2026-08-21,West Bengal,Paschim Medinipur,22.42268,87.34064,Roads & Transport,ভারী বৃষ্টিতে রাস্তা ভেঙে যোগাযোগ সম্পূর্ণ বিচ্ছিন্ন হয়ে পড়েছে।,Medium,1,37,55.52,8961622,226,961.3,0.71,Active
CG-10139,2026-08-29,Maharashtra,Gadchiroli,20.15571,80.06517,Energy & Power,"Agricultural distribution 33kV transformer blown, halting village irrigation for weeks.",Critical,3,35,82.18,23152887,148,457.2,0.83,Active
CG-10140,2026-08-11,Maharashtra,Nandurbar,21.36053,74.28601,Digital Infrastructure & DPI,"A torre de telecomunicações está inoperante, deixando a vila sem sinal de internet.",Medium,1,42,81.33,31670488,66,584.8,0.82,Scheduled
CG-10141,2026-08-08,Maharashtra,Yavatmal,20.36411,78.11764,Energy & Power,বিদ্যুতের ট্রান্সফরমার বিকল হয়ে থাকায় সেচ কাজ বন্ধ হয়ে গেছে।,Medium,1,66,63.53,22198697,74,937.2,0.72,Scheduled
CG-10142,2026-08-14,Maharashtra,Dhule,20.88833,74.71747,Energy & Power,"O transformador de energia explodiu, deixando toda a área rural sem eletricidade.",Medium,1,41,66.7,34670650,146,615.0,0.65,Scheduled
CG-10143,2026-08-06,Odisha,Kalahandi,19.8997,83.14082,Energy & Power,"मुख्य बिजली का ट्रांसफॉर्मर तीन हफ्तों से खराब पड़ा है, खेतों में सिंचाई ठप है।",Critical,3,81,78.33,23782191,86,967.6,0.86,Under Review
CG-10144,2026-08-16,Odisha,Rayagada,19.15661,83.40385,Water & Sanitation,"পানীয় জলের পাইপলাইন ফেটে গেছে, মানুষ নোংরা জল খেতে বাধ্য হচ্ছে।",Critical,3,73,75.97,40645616,117,826.7,0.85,Pending Funding
CG-10145,2026-08-07,Odisha,Koraput,18.76244,82.69979,Education,"सरकारी प्राथमिक विद्यालय की छत में दरारें हैं, बच्चों की सुरक्षा खतरे में है।",Critical,3,57,80.3,30937655,142,707.9,0.84,Scheduled
CG-10146,2026-08-07,Odisha,Nuapada,20.78974,82.5656,Water & Sanitation,A tubulação de água potável rompeu e a comunidade está sem abastecimento há dias.,Critical,3,51,87.3,14610571,122,571.0,0.83,Under Review
CG-10147,2026-08-17,Rajasthan,Barmer,25.72739,71.37357,Digital Infrastructure & DPI,"Common Service Centre (CSC) disconnected due to snapped optical fiber, Aadhaar disabled.",High,2,19,77.02,35467639,237,450.3,0.81,Pending Funding
CG-10148,2026-08-24,Rajasthan,Jaisalmer,26.86854,70.95581,Energy & Power,Rural feeder line suffers 18 hours of unscheduled blackouts daily during harvest.,Medium,1,52,74.41,12306174,58,586.9,0.77,Under Review
CG-10149,2026-08-21,Rajasthan,Banswara,23.57056,74.45718,Digital Infrastructure & DPI,"Panchayat digital records terminal offline, welfare disbursements delayed by months.",Critical,3,61,81.9,28434171,262,789.7,0.83,Active
CG-10150,2026-08-30,Rajasthan,Dungarpur,23.81711,73.66716,Education,A escola pública está com a estrutura danificada e sem saneamento para os alunos.,High,2,25,77.07,40878384,273,388.8,0.82,Under Review
CG-10151,2026-08-09,Chhattisgarh,Bastar,19.06258,81.99344,Education,A escola pública está com a estrutura danificada e sem saneamento para os alunos.,Critical,3,82,81.28,4777220,339,961.3,0.87,Active
CG-10152,2026-09-02,Chhattisgarh,Dantewada,18.83574,81.38117,Healthcare,O posto de saúde comunitário está sem médicos e sem medicamentos essenciais.,Critical,3,42,91.5,25240728,37,473.3,0.88,Active
CG-10153,2026-08-18,Chhattisgarh,Bijapur,18.77981,80.8518,Digital Infrastructure & DPI,"Panchayat digital records terminal offline, welfare disbursements delayed by months.",Critical,3,45,78.24,9873282,263,475.5,0.91,Under Review
CG-10154,2026-08-17,Chhattisgarh,Sukma,18.37928,81.67964,Healthcare,Emergency ambulance cannot reach rural clinic due to submerged access road.,Critical,3,68,86.85,39862062,52,705.0,0.9,Scheduled
CG-10155,2026-08-03,Madhya Pradesh,Chhindwara,22.04016,78.89627,Public Safety,"Rural highway intersection lacks high-mast streetlights, high rate of night crime.",Critical,3,55,79.23,26925086,480,759.0,0.69,Active
CG-10156,2026-08-18,Madhya Pradesh,Mandla,22.63226,80.38824,Healthcare,Emergency ambulance cannot reach rural clinic due to submerged access road.,High,2,25,75.79,19235687,119,355.4,0.81,Under Review
CG-10157,2026-08-11,Karnataka,Raichur,16.1806,77.39102,Healthcare,O posto de saúde comunitário está sem médicos e sem medicamentos essenciais.,Medium,1,13,54.59,34447305,66,322.8,0.73,Scheduled
CG-10158,2026-08-26,Karnataka,Yadgir,16.76744,77.11639,Roads & Transport,"PMGSY link road washed away by heavy monsoon flash floods, isolating three villages.",Critical,3,33,81.28,13025178,350,447.4,0.77,Pending Funding
CG-10159,2026-08-15,Telangana,Adilabad,19.64492,78.55303,Healthcare,"আমাদের স্বাস্থ্যকেন্দ্রে কোনো ডাক্তার নেই, ওষুধপত্রও পাওয়া যাচ্ছে না।",High,2,72,77.46,37893236,193,790.8,0.75,Active
CG-10160,2026-08-05,Uttar Pradesh,Bahraich,27.53078,81.65394,Water & Sanitation,Open sewage drain is overflowing into the local market creating severe disease outbreak.,Critical,3,57,81.91,30627689,181,918.7,0.84,Pending Funding
CG-10161,2026-08-24,Uttar Pradesh,Sitapur,27.50042,80.65708,Roads & Transport,A ponte de concreto desabou e a estrada rural está completamente intransitável.,High,2,44,90.27,30841947,36,888.3,0.79,Scheduled
CG-10162,2026-08-21,Uttar Pradesh,Balrampur,27.38225,82.21677,Water & Sanitation,"Deep borewell pump burned out three weeks ago, acute water crisis in village.",Critical,3,49,90.1,13937312,118,704.8,0.86,Active
CG-10163,2026-08-24,Uttar Pradesh,Shravasti,27.66053,81.98928,Energy & Power,"High voltage wires snapped and hanging low across school pathway, extreme safety hazard.",Critical,3,26,85.28,1848447,53,371.7,0.89,Under Review
CG-10164,2026-08-01,Uttar Pradesh,Gonda,27.06266,81.92777,Energy & Power,বিদ্যুতের ট্রান্সফরমার বিকল হয়ে থাকায় সেচ কাজ বন্ধ হয়ে গেছে।,Medium,1,110,77.29,20806295,98,1443.3,0.76,Active
CG-10165,2026-08-22,Uttar Pradesh,Raebareli,26.18607,81.22553,Energy & Power,"मुख्य बिजली का ट्रांसफॉर्मर तीन हफ्तों से खराब पड़ा है, खेतों में सिंचाई ठप है।",High,2,61,51.18,37402231,375,950.5,0.68,Scheduled
CG-10166,2026-08-31,Uttar Pradesh,Hardoi,27.38571,80.14791,Education,সরকারি প্রাথমিক বিদ্যালয়ের ভবন ভেঙে পড়ার আশঙ্কায় ক্লাস বন্ধ।,Medium,1,31,59.97,32190354,146,719.2,0.74,Active
CG-10167,2026-08-18,Uttar Pradesh,Lucknow,26.79624,80.9116,Public Safety,Fire response station missing water tanker refill hydrants in industrial zone.,Low,0,57,41.57,26600854,93,1028.9,0.38,Active
CG-10168,2026-09-04,Bihar,Darbhanga,26.19824,85.97013,Energy & Power,"मुख्य बिजली का ट्रांसफॉर्मर तीन हफ्तों से खराब पड़ा है, खेतों में सिंचाई ठप है।",High,2,66,71.62,10183289,105,1053.7,0.88,Pending Funding
CG-10169,2026-08-28,Bihar,Katihar,25.51226,87.57443,Education,Girls secondary school lacks functional sanitation and clean drinking water facilities.,Critical,3,143,76.23,4659303,35,1737.1,0.85,Active
CG-10170,2026-08-15,Bihar,Madhubani,26.31377,86.05385,Healthcare,Emergency ambulance cannot reach rural clinic due to submerged access road.,Critical,3,98,77.63,41206460,137,1428.7,0.87,Scheduled
CG-10171,2026-08-08,Bihar,Purnia,25.78362,87.47499,Energy & Power,Rural feeder line suffers 18 hours of unscheduled blackouts daily during harvest.,Medium,1,74,66.99,40827161,71,1066.4,0.82,Under Review
CG-10172,2026-08-08,Bihar,Araria,26.23959,87.5384,Digital Infrastructure & DPI,"Panchayat digital records terminal offline, welfare disbursements delayed by months.",Critical,3,67,90.21,41610496,90,951.1,0.89,Pending Funding
CG-10173,2026-08-04,Bihar,Muzaffarpur,26.1406,85.41863,Energy & Power,"O transformador de energia explodiu, deixando toda a área rural sem eletricidade.",High,2,45,70.73,26080489,249,930.1,0.77,Active
CG-10174,2026-08-19,Bihar,Gaya,24.76849,84.99442,Water & Sanitation,"Deep borewell pump burned out three weeks ago, acute water crisis in village.",High,2,47,66.05,3966717,277,909.1,0.78,Scheduled
CG-10175,2026-08-12,West Bengal,Malda,24.99355,88.11162,Energy & Power,"मुख्य बिजली का ट्रांसफॉर्मर तीन हफ्तों से खराब पड़ा है, खेतों में सिंचाई ठप है।",Medium,1,48,70.51,38131773,79,878.8,0.81,Active
CG-10176,2026-08-23,West Bengal,Murshidabad,24.16374,88.21469,Healthcare,Primary Health Centre has no doctor and medical supplies are exhausted.,High,2,68,68.89,23651882,220,1390.3,0.78,Active
CG-10177,2026-08-30,West Bengal,Purulia,23.28662,86.31935,Digital Infrastructure & DPI,"Cellular telecom tower battery bank depleted, zero mobile coverage in 15km perimeter.",Critical,3,56,66.76,37138077,402,853.0,0.79,Under Review
CG-10178,2026-08-13,West Bengal,Paschim Medinipur,22.39495,87.32062,Roads & Transport,"PMGSY link road washed away by heavy monsoon flash floods, isolating three villages.",Medium,1,36,70.63,4997966,39,951.3,0.71,Active
CG-10179,2026-08-14,Maharashtra,Gadchiroli,20.1905,80.00774,Energy & Power,"High voltage wires snapped and hanging low across school pathway, extreme safety hazard.",Critical,3,39,85.71,21145138,101,497.2,0.83,Under Review
CG-10180,2026-08-13,Maharashtra,Nandurbar,21.40862,74.28945,Water & Sanitation,Open sewage drain is overflowing into the local market creating severe disease outbreak.,High,2,66,79.43,2785263,83,824.8,0.82,Pending Funding
CG-10181,2026-08-08,Maharashtra,Yavatmal,20.33234,78.11162,Healthcare,"আমাদের স্বাস্থ্যকেন্দ্রে কোনো ডাক্তার নেই, ওষুধপত্রও পাওয়া যাচ্ছে না।",Medium,1,24,58.87,35834337,38,517.2,0.72,Under Review
CG-10182,2026-08-02,Maharashtra,Dhule,20.92593,74.81023,Digital Infrastructure & DPI,"Common Service Centre (CSC) disconnected due to snapped optical fiber, Aadhaar disabled.",High,2,43,60.81,4316063,430,635.0,0.65,Under Review
